Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
78,"Monday, Jun 23",TOR,H,NYY,W,8,3,,43-35,1,up 1.5,Stroman,Whitley,,2:45,N,31554,1.89,1,,2014
79,"Tuesday, Jun 24",TOR,H,NYY,W-wo,7,6,,44-35,1,up 2.5,Janssen,Warren,,3:05,N,34206,1.88,2,,2014
80,"Wednesday, Jun 25",TOR,H,NYY,L,3,5,,44-36,1,up 1.5,Kuroda,Hutchison,Robertson,3:02,N,34710,1.9,-1,,2014
81,"Thursday, Jun 26",TOR,H,CHW,W,7,0,,45-36,1,up 2.0,Happ,Carroll,,3:00,N,23248,1.48,1,,2014
82,"Friday, Jun 27",TOR,H,CHW,L,4,5,,45-37,1,up 1.5,Danks,Dickey,Petricka,2:58,N,24173,1.47,-1,,2014
83,"Saturday, Jun 28",TOR,H,CHW,L,3,4,,45-38,1,up 1.5,Sale,McGowan,Putnam,2:58,D,39623,1.52,-2,,2014
84,"Sunday, Jun 29",TOR,H,CHW,L,0,4,,45-39,1,up 1.5,Quintana,Buehrle,,2:32,D,33177,1.58,-3,,2014
85,"Tuesday, Jul 1",TOR,H,MIL,W,4,1,,46-39,1,up 1.0,Hutchison,Estrada,Janssen,2:56,D,45088,1.57,1,,2014
86,"Wednesday, Jul 2",TOR,H,MIL,W-wo,7,4,,47-39,1,up 1.0,Janssen,Smith,,3:01,D,24286,1.53,2,,2014
87,"Thursday, Jul 3",TOR,A,OAK,L,1,4,,47-40,1,Tied,Gray,Dickey,Doolittle,2:23,N,32913,1.57,-1,,2014
88,"Friday, Jul 4",TOR,A,OAK,L-wo,0,1,12,47-41,2,0.5,Otero,Jenkins,,4:05,D,22322,1.58,-2,,2014
89,"Saturday, Jul 5",TOR,A,OAK,L,1,5,,47-42,2,1.0,Kazmir,Buehrle,,2:37,N,20236,1.6,-3,,2014
90,"Sunday, Jul 6",TOR,A,OAK,L,2,4,,47-43,2,2.0,Samardzija,Hutchison,Doolittle,2:46,D,22897,1.46,-4,,2014
91,"Monday, Jul 7",TOR,A,LAA,L,2,5,,47-44,2,3.0,Shoemaker,Happ,Smith,3:16,N,38189,1.47,-5,,2014
92,"Tuesday, Jul 8",TOR,A,LAA,W,4,0,,48-44,2,2.5,Dickey,Skaggs,,2:45,N,38111,1.37,1,,2014
93,"Wednesday, Jul 9",TOR,A,LAA,L,7,8,,48-45,2,2.5,Grilli,Loup,Smith,3:47,D,35726,1.4,-1,,2014
94,"Friday, Jul 11",TOR,A,TBR,W,8,5,,49-45,2,3.0,Loup,Balfour,Janssen,3:41,N,17533,1.4,1,,2014
95,"Saturday, Jul 12",TOR,A,TBR,L,3,10,,49-46,2,3.0,Odorizzi,Hutchison,,3:19,D,22693,1.36,-1,,2014
96,"Sunday, Jul 13",TOR,A,TBR,L,0,3,,49-47,2,4.0,Price,Dickey,McGee,2:45,D,17187,1.41,-2,,2014
97,"Friday, Jul 18",TOR,H,TEX,L,1,5,,49-48,2,4.0,Darvish,Dickey,,2:56,N,38012,1.31,-3,,2014
98,"Saturday, Jul 19",TOR,H,TEX,W,4,1,,50-48,2,4.0,Stroman,Lewis,Loup,3:02,D,45802,1.2,1,,2014
99,"Sunday, Jul 20",TOR,H,TEX,W,9,6,,51-48,2,3.0,Redmond,Feliz,Loup,3:07,D,36011,1.24,2,,2014
100,"Monday, Jul 21",TOR,H,BOS,L,1,14,,51-49,2,4.0,Lackey,Hutchison,,2:45,N,27905,1.42,-1,,2014
101,"Tuesday, Jul 22",TOR,H,BOS,W,7,3,,52-49,2,4.0,Happ,Peavy,Cecil,3:07,N,29269,1.31,1,,2014
102,"Wednesday, Jul 23",TOR,H,BOS,W,6,4,,53-49,2,3.0,Dickey,Buchholz,Janssen,2:35,N,35696,1.31,2,,2014
103,"Thursday, Jul 24",TOR,H,BOS,W,8,0,,54-49,2,3.0,Stroman,De La Rosa,,2:56,D,46683,1.43,3,,2014
104,"Friday, Jul 25",TOR,A,NYY,L,4,6,,54-50,3,4.0,Kuroda,Buehrle,Robertson,2:40,N,44237,1.82,-1,,2014
105,"Saturday, Jul 26",TOR,A,NYY,W,6,4,,55-50,2,3.0,Hutchison,Kelley,,3:14,D,46166,1.59,1,,2014
106,"Sunday, Jul 27",TOR,A,NYY,W,5,4,,56-50,2,3.0,Sanchez,Robertson,Janssen,3:22,D,45063,1.8,2,,2014
107,"Monday, Jul 28",TOR,A,BOS,W,14,1,,57-50,2,2.5,Dickey,Buchholz,,3:15,N,37974,1.55,3,,2014
108,"Tuesday, Jul 29",TOR,A,BOS,W,4,2,,58-50,2,2.5,Stroman,De La Rosa,Janssen,3:03,N,38275,1.69,4,,2014
109,"Wednesday, Jul 30",TOR,A,BOS,W,6,1,,59-50,2,2.5,Buehrle,Workman,,2:48,N,38203,1.72,5,,2014
110,"Thursday, Jul 31",TOR,A,HOU,W,6,5,,60-50,2,1.5,Sanchez,Qualls,Janssen,2:46,N,17423,1.69,6,,2014
111,"Friday, Aug 1",TOR,A,HOU,L,1,3,,60-51,2,2.5,Veras,Loup,Qualls,2:46,N,19576,1.72,-1,,2014
112,"Saturday, Aug 2",TOR,A,HOU,L,2,8,,60-52,2,2.5,Oberholtzer,Dickey,,2:38,N,19946,1.73,-2,,2014
113,"Sunday, Aug 3",TOR,A,HOU,L,1,6,,60-53,2,3.5,Feldman,Stroman,,2:39,D,19932,1.7,-3,,2014
114,"Tuesday, Aug 5",TOR,H,BAL,L,3,9,,60-54,2,5.0,Norris,Buehrle,,3:29,N,36183,2.16,-4,,2014
115,"Wednesday, Aug 6",TOR,H,BAL,W,5,1,,61-54,2,4.0,Hutchison,Chen,,2:41,N,33054,1.97,1,,2014
116,"Thursday, Aug 7",TOR,H,BAL,L,1,2,,61-55,2,5.0,Gonzalez,Happ,Britton,2:59,N,34676,2.12,-1,,2014
117,"Friday, Aug 8",TOR,H,DET,L,4,5,,61-56,3,6.0,Alburquerque,Janssen,Nathan,3:19,N,36237,1.43,-2,,2014
118,"Saturday, Aug 9",TOR,H,DET,W-wo,3,2,10,62-56,2,6.0,Loup,Chamberlain,,2:50,D,45927,1.24,1,,2014
119,"Sunday, Aug 10",TOR,H,DET,W-wo,6,5,19,63-56,2,5.0,Jenkins,Porcello,,6:37,D,46126,1.36,2,,2014
120,"Monday, Aug 11",TOR,A,SEA,L,1,11,,63-57,2,6.0,Hernandez,Hutchison,,2:43,N,41168,1.63,-1,,2014
121,"Tuesday, Aug 12",TOR,A,SEA,L,3,6,,63-58,2,6.5,Young,Happ,Rodney,2:41,N,26076,1.55,-2,,2014
122,"Wednesday, Aug 13",TOR,A,SEA,L,0,2,,63-59,2,7.5,Iwakuma,Dickey,Rodney,2:41,N,32368,1.39,-3,,2014
123,"Friday, Aug 15",TOR,A,CHW,L,5,11,,63-60,2,7.5,Noesi,Stroman,,3:22,N,22739,0.97,-4,,2014
124,"Saturday, Aug 16",TOR,A,CHW,W,6,3,,64-60,2,6.5,Cecil,Lindstrom,Janssen,2:54,N,29420,0.88,1,,2014
125,"Sunday, Aug 17",TOR,A,CHW,L,5,7,,64-61,3,7.5,Carroll,Hutchison,Petricka,3:00,D,25761,1.07,-1,,2014
126,"Tuesday, Aug 19",TOR,A,MIL,L,1,6,,64-62,3,9.0,Fiers,Happ,,2:39,N,42221,0.8,-2,,2014
127,"Wednesday, Aug 20",TOR,A,MIL,W,9,5,,65-62,2,9.0,Dickey,Nelson,,3:23,D,39300,0.55,1,,2014
128,"Friday, Aug 22",TOR,H,TBR,L,0,8,,65-63,3,9.0,Smyly,Stroman,,2:45,N,28506,0.69,-1,,2014
129,"Saturday, Aug 23",TOR,H,TBR,W &V,5,4,10,66-63,3,8.0,McGowan,Peralta,,3:19,D,37451,0.55,1,,2014
130,"Sunday, Aug 24",TOR,H,TBR,L,1,2,10,66-64,3,8.0,McGee,Santos,Boxberger,3:28,D,38869,0.65,-1,,2014
131,"Monday, Aug 25",TOR,H,BOS,L,3,4,10,66-65,3,9.0,Uehara,Sanchez,Breslow,3:07,N,26041,0.46,-2,,2014
132,"Tuesday, Aug 26",TOR,H,BOS,L,7,11,11,66-66,3,10.0,Tazawa,Janssen,,4:33,N,27321,0.32,-3,,2014
133,"Wednesday, Aug 27",TOR,H,BOS,W,5,2,,67-66,3,9.0,Stroman,Layne,Cecil,2:38,N,30285,0.19,1,,2014
134,"Friday, Aug 29",TOR,H,NYY,L,3,6,,67-67,3,10.5,Capuano,Buehrle,Robertson,3:20,N,43318,0.27,-1,,2014
135,"Saturday, Aug 30",TOR,H,NYY,W,2,0,,68-67,3,10.5,Hutchison,Pineda,Sanchez,2:32,D,45863,0.19,1,,2014
136,"Sunday, Aug 31",TOR,H,NYY,W,4,3,,69-67,3,10.5,Happ,McCarthy,Janssen,2:28,D,45678,0.25,2,,2014
137,"Tuesday, Sep 2",TOR,A,TBR,W,8,2,,70-67,3,10.0,Dickey,Hellickson,,3:07,N,10125,0.3,3,,2014
138,"Wednesday, Sep 3",TOR,A,TBR,W,7,4,,71-67,3,10.0,Stroman,Archer,Sanchez,3:09,N,10264,0.36,4,,2014
139,"Thursday, Sep 4",TOR,A,TBR,W,1,0,10,72-67,3,10.0,Cecil,Geltz,Janssen,2:49,N,10392,0.41,5,,2014
140,"Friday, Sep 5",TOR,A,BOS,L-wo,8,9,10,72-68,3,10.0,Layne,Janssen,,3:53,N,35667,0.46,-1,,2014
141,"Saturday, Sep 6",TOR,A,BOS,L,3,4,,72-69,3,10.0,Buchholz,Happ,Mujica,3:23,N,36677,0.34,-2,,2014
142,"Sunday, Sep 7",TOR,A,BOS,W,3,1,,73-69,3,10.0,Dickey,De La Rosa,Janssen,2:44,D,36261,0.21,1,,2014
143,"Monday, Sep 8",TOR,H,CHC,W,8,0,,74-69,2,10.0,Stroman,Turner,,2:20,N,16879,0.31,2,,2014
144,"Tuesday, Sep 9",TOR,H,CHC,W,9,2,,75-69,2,10.0,Buehrle,Ramirez,,3:04,N,17903,0.34,3,,2014
145,"Wednesday, Sep 10",TOR,H,CHC,W,11,1,,76-69,2,10.0,Hutchison,Hendricks,,3:12,N,19411,0.47,4,,2014
146,"Friday, Sep 12",TOR,H,TBR,L,0,1,,76-70,2,11.5,Karns,Happ,Balfour,2:55,N,19909,0.71,-1,,2014
147,"Saturday, Sep 13",TOR,H,TBR,W,6,3,,77-70,2,10.5,Dickey,Boxberger,Janssen,2:40,D,31368,0.5,1,,2014
148,"Sunday, Sep 14",TOR,H,TBR,L,5,6,10,77-71,2,11.5,McGee,Morrow,Beliveau,3:26,D,28633,0.63,-1,,2014
149,"Monday, Sep 15",TOR,A,BAL,L,2,5,,77-72,2,12.5,Chen,Stroman,Britton,3:12,N,25061,0.5,-2,,2014
150,"Tuesday, Sep 16",TOR,A,BAL,L,2,8,,77-73,2,13.5,Jimenez,Hutchison,,3:02,N,35297,0.3,-3,,2014
151,"Wednesday, Sep 17",TOR,A,BAL,L,1,6,,77-74,2,14.5,Norris,Happ,,3:13,N,37537,0.21,-4,,2014
152,"Thursday, Sep 18",TOR,A,NYY,L-wo,2,3,,77-75,3,15.0,Robertson,Sanchez,,2:39,N,34279,0.11,-5,,2014
153,"Friday, Sep 19",TOR,A,NYY,L,3,5,,77-76,3,15.0,Kuroda,Buehrle,Warren,2:44,N,40059,0.05,-6,,2014
154,"Saturday, Sep 20",TOR,A,NYY,W,6,3,,78-76,3,15.0,Stroman,Capuano,Janssen,3:18,D,47292,0.01,1,,2014
155,"Sunday, Sep 21",TOR,A,NYY,L,2,5,,78-77,3,15.0,Tanaka,Hutchison,Robertson,3:09,D,48144,0.04,-1,,2014
156,"Monday, Sep 22",TOR,H,SEA,W,14,4,,79-77,3,14.0,Happ,Paxton,,2:48,N,15548,0,1,,2014
157,"Tuesday, Sep 23",TOR,H,SEA,W,10,2,,80-77,3,14.0,Dickey,Hernandez,,2:36,N,16272,0,2,,2014
158,"Wednesday, Sep 24",TOR,H,SEA,W,1,0,,81-77,2,14.0,Buehrle,Walker,Sanchez,1:59,N,16836,0,3,,2014
159,"Thursday, Sep 25",TOR,H,SEA,L,5,7,,81-78,3,14.0,Medina,Loup,Rodney,3:02,D,17173,0,-1,,2014
160,"Friday, Sep 26",TOR,H,BAL,W,4,2,,82-78,3,13.0,Hutchison,Tillman,Stroman,2:36,N,27037,0,1,,2014
161,"Saturday, Sep 27",TOR,H,BAL,W,4,2,,83-78,2,12.0,Happ,Chen,Janssen,2:25,D,37996,0,2,,2014
162,"Sunday, Sep 28",TOR,H,BAL,L,0,1,,83-79,3,13.0,Gonzalez,Dickey,Britton,2:26,D,45901,0,-1,,2014
1,"Monday, Apr 6",TOR,A,NYY,W,6,1,,1-0,1,Tied,Hutchison,Tanaka,,2:59,D,48469,1.07,1,,2015
2,"Wednesday, Apr 8",TOR,A,NYY,L,3,4,,1-1,2,0.5,Betances,Loup,Miller,2:56,N,31020,1.13,-1,,2015
3,"Thursday, Apr 9",TOR,A,NYY,W,6,3,,2-1,1,Tied,Norris,Sabathia,Castro,2:52,N,32152,1.03,1,,2015
4,"Friday, Apr 10",TOR,A,BAL,W,12,5,,3-1,1,Tied,Buehrle,Norris,,2:45,D,45936,1.14,2,,2015
5,"Saturday, Apr 11",TOR,A,BAL,L,1,7,,3-2,2,1.0,Jimenez,Sanchez,,2:34,N,38897,1.22,-1,,2015
6,"Sunday, Apr 12",TOR,A,BAL,W,10,7,,4-2,1,Tied,Loup,Tillman,Castro,3:17,D,32522,1.13,1,,2015
7,"Monday, Apr 13",TOR,H,TBR,L,1,2,,4-3,2,1.0,Odorizzi,Dickey,Boxberger,2:30,N,48414,1.16,-1,,2015
8,"Tuesday, Apr 14",TOR,H,TBR,L,2,3,,4-4,3,2.0,Geltz,Castro,Jepsen,3:06,N,17264,1.12,-2,,2015
9,"Wednesday, Apr 15",TOR,H,TBR,W,12,7,,5-4,2,1.0,Buehrle,Ramirez,,3:02,N,15086,1.05,1,,2015
10,"Thursday, Apr 16",TOR,H,TBR,L,2,4,,5-5,4,1.5,Archer,Sanchez,Boxberger,3:00,N,14433,1.11,-1,,2015
11,"Friday, Apr 17",TOR,H,ATL,L,7,8,,5-6,4,2.5,Martin,Cecil,Grilli,3:09,N,21397,0.92,-2,,2015
12,"Saturday, Apr 18",TOR,H,ATL,W-wo,6,5,10,6-6,3,1.5,Cecil,Marimon,,2:41,D,34743,0.9,1,,2015
13,"Sunday, Apr 19",TOR,H,ATL,L,2,5,,6-7,4,1.5,Miller,Norris,Grilli,2:41,D,44794,0.91,-1,,2015
14,"Tuesday, Apr 21",TOR,H,BAL,W,13,6,,7-7,2,2.0,Buehrle,Norris,,2:53,N,14184,1.03,1,,2015
15,"Wednesday, Apr 22",TOR,H,BAL,W,4,2,,8-7,2,1.0,Sanchez,Jimenez,Castro,2:36,N,15606,1.04,2,,2015
16,"Thursday, Apr 23",TOR,H,BAL,W,7,6,,9-7,1,Tied,Hutchison,Tillman,Castro,2:36,N,18581,1.06,3,,2015
17,"Friday, Apr 24",TOR,A,TBR,L,3,12,,9-8,3,1.0,Dominguez,Dickey,Andriese,2:29,N,11897,1.12,-1,,2015
18,"Saturday, Apr 25",TOR,A,TBR,L,2,4,,9-9,4,1.0,Frieri,Cecil,Boxberger,2:31,N,19772,1.13,-2,,2015
19,"Sunday, Apr 26",TOR,A,TBR,L,1,5,,9-10,4,2.0,Archer,Buehrle,,2:23,D,21107,1.11,-3,,2015
20,"Monday, Apr 27",TOR,A,BOS,L-wo,5,6,,9-11,5,3.0,Uehara,Castro,,2:48,N,34739,1.02,-4,,2015
21,"Tuesday, Apr 28",TOR,A,BOS,W,11,8,,10-11,4,3.0,Estrada,Buchholz,Cecil,4:01,N,33920,0.97,1,,2015
22,"Wednesday, Apr 29",TOR,A,BOS,L,1,4,,10-12,5,3.0,Porcello,Dickey,Uehara,2:43,N,34220,1.02,-1,,2015
23,"Thursday, Apr 30",TOR,A,CLE,W,5,1,,11-12,5,2.5,Francis,House,,2:46,N,9798,0.84,1,,2015
24,"Friday, May 1",TOR,A,CLE,L,4,9,,11-13,5,3.5,Carrasco,Buehrle,,2:37,N,15088,0.88,-1,,2015
25,"Saturday, May 2",TOR,A,CLE,W,11,4,,12-13,5,3.5,Sanchez,Kluber,,3:23,D,18008,0.85,1,,2015
26,"Sunday, May 3",TOR,A,CLE,L,7,10,,12-14,5,4.5,Rzepczynski,Francis,,3:06,D,16128,0.89,-1,,2015
27,"Monday, May 4",TOR,H,NYY,W,3,1,,13-14,4,3.5,Dickey,Martin,Cecil,2:18,N,19217,1.02,1,,2015
28,"Tuesday, May 5",TOR,H,NYY,L,3,6,,13-15,5,4.5,Pineda,Estrada,Miller,2:54,N,21519,1.05,-1,,2015
29,"Wednesday, May 6",TOR,H,NYY,W,5,1,,14-15,3,3.5,Buehrle,Sabathia,,2:30,N,21312,1.01,1,,2015
30,"Friday, May 8",TOR,H,BOS,W,7,0,,15-15,3,4.0,Sanchez,Miley,,2:41,N,30430,0.98,2,,2015
31,"Saturday, May 9",TOR,H,BOS,W,7,1,,16-15,3,3.0,Hutchison,Kelly,,3:12,D,42917,1.05,3,,2015
32,"Sunday, May 10",TOR,H,BOS,L,3,6,,16-16,3,4.0,Buchholz,Dickey,Uehara,2:38,D,42419,1.07,-1,,2015
33,"Monday, May 11",TOR,A,BAL,L,2,5,,16-17,3,5.0,Jimenez,Estrada,Britton,2:43,N,20468,1.03,-2,,2015
34,"Tuesday, May 12",TOR,A,BAL,W,10,2,,17-17,3,4.0,Buehrle,Tillman,,2:37,N,17319,0.97,1,,2015
35,"Wednesday, May 13",TOR,A,BAL,L,1,6,,17-18,3,4.0,Gonzalez,Sanchez,O'Day,2:39,N,24654,1.09,-1,,2015
36,"Thursday, May 14",TOR,A,HOU,L,4,6,,17-19,4,4.0,Fields,Loup,Qualls,2:48,N,15777,0.89,-2,,2015
37,"Friday, May 15",TOR,A,HOU,L,4,8,,17-20,4,4.0,Keuchel,Dickey,,2:29,N,21653,0.89,-3,,2015
38,"Saturday, May 16",TOR,A,HOU,L,5,6,,17-21,4,5.0,Feldman,Francis,Gregerson,3:08,N,27102,0.87,-4,,2015
39,"Sunday, May 17",TOR,A,HOU,L,2,4,,17-22,5,5.0,McHugh,Buehrle,Gregerson,2:22,D,25307,0.8,-5,,2015
40,"Monday, May 18",TOR,H,LAA,W,10,6,,18-22,5,4.5,Osuna,Morin,,3:28,D,29306,0.74,1,,2015
41,"Tuesday, May 19",TOR,H,LAA,L,2,3,,18-23,5,4.5,Santiago,Sanchez,Street,2:32,N,15062,0.77,-1,,2015
42,"Wednesday, May 20",TOR,H,LAA,L,3,4,,18-24,5,4.5,Weaver,Hutchison,Street,2:36,N,16402,0.71,-2,,2015
43,"Thursday, May 21",TOR,H,LAA,W,8,4,,19-24,5,4.5,Dickey,Shoemaker,,2:22,N,19014,0.67,1,,2015
44,"Friday, May 22",TOR,H,SEA,L,3,4,,19-25,5,5.5,Hernandez,Estrada,Rodney,2:30,N,21195,0.72,-1,,2015
45,"Saturday, May 23",TOR,H,SEA,L,2,3,,19-26,5,5.5,Paxton,Buehrle,Rodney,2:25,D,33086,0.63,-2,,2015
46,"Sunday, May 24",TOR,H,SEA,W,8,2,,20-26,5,4.5,Sanchez,Walker,,2:50,D,37929,0.6,1,,2015
47,"Monday, May 25",TOR,H,CHW,W,6,0,,21-26,5,3.5,Hutchison,Noesi,,2:10,N,15168,0.7,2,,2015
48,"Tuesday, May 26",TOR,H,CHW,W-wo,10,9,,22-26,4,3.0,Delabar,Robertson,,3:12,N,17276,0.74,3,,2015
49,"Wednesday, May 27",TOR,H,CHW,L,3,5,10,22-27,4,4.0,Robertson,Osuna,,3:31,D,15463,0.78,-1,,2015
50,"Friday, May 29",TOR,A,MIN,W,6,4,,23-27,4,2.5,Buehrle,Perkins,,2:15,N,24509,0.78,1,,2015
51,"Saturday, May 30",TOR,A,MIN,L,2,3,,23-28,4,3.5,Pressly,Loup,Boyer,2:41,D,32076,0.88,-1,,2015
52,"Sunday, May 31",TOR,A,MIN,L,5,6,,23-29,4,3.5,Pressly,Osuna,Perkins,3:08,D,33829,0.81,-2,,2015
53,"Tuesday, Jun 2 (1)",TOR,A,WSN,L,0,2,,23-30,4,4.5,Zimmermann,Dickey,Storen,2:17,D,23192,0.71,-3,2015-06-01 (Rain),2015
54,"Tuesday, Jun 2 (2)",TOR,A,WSN,W,7,3,,24-30,4,4.5,Estrada,Scherzer,,3:04,N,25765,0.68,1,,2015
55,"Wednesday, Jun 3",TOR,A,WSN,W,8,0,,25-30,3,4.5,Buehrle,Jordan,,2:13,N,33654,0.73,2,,2015
56,"Friday, Jun 5",TOR,H,HOU,W,6,2,,26-30,3,4.5,Sanchez,Hernandez,,2:35,N,22971,0.75,3,,2015
57,"Saturday, Jun 6",TOR,H,HOU,W,7,2,,27-30,3,4.5,Hutchison,Oberholtzer,,3:16,D,31809,0.81,4,,2015
58,"Sunday, Jun 7",TOR,H,HOU,W-wo,7,6,,28-30,3,4.5,Hendriks,Gregerson,,3:06,D,35571,0.9,5,,2015
59,"Monday, Jun 8",TOR,H,MIA,W,11,3,,29-30,3,4.0,Estrada,Hand,,2:47,N,17582,0.87,6,,2015
60,"Tuesday, Jun 9",TOR,H,MIA,W-wo,4,3,,30-30,3,4.0,Hendriks,Ramos,,2:16,N,20558,0.91,7,,2015
61,"Wednesday, Jun 10",TOR,H,MIA,W,7,2,,31-30,3,3.0,Copeland,Koehler,,2:08,D,44106,1.04,8,,2015
62,"Friday, Jun 12",TOR,A,BOS,W,13,10,,32-30,3,2.0,Delabar,Tazawa,Cecil,3:24,N,37575,1.15,9,,2015
63,"Saturday, Jun 13",TOR,A,BOS,W,5,4,11,33-30,3,1.0,Loup,Barnes,Cecil,3:26,D,37158,1.25,10,,2015
64,"Sunday, Jun 14",TOR,A,BOS,W,13,5,,34-30,3,1.0,Estrada,Rodriguez,,3:12,D,36296,1.3,11,,2015
65,"Monday, Jun 15",TOR,A,NYM,L-wo,3,4,11,34-31,3,2.0,Robles,Cecil,,3:26,N,22172,1.27,-1,,2015
66,"Tuesday, Jun 16",TOR,A,NYM,L,2,3,,34-32,3,2.0,Harvey,Copeland,Parnell,2:35,N,24522,1.17,-2,,2015
67,"Wednesday, Jun 17",TOR,H,NYM,W,8,0,,35-32,3,2.0,Hutchison,Niese,,2:33,N,28906,1.19,1,,2015
68,"Thursday, Jun 18",TOR,H,NYM,W,7,1,,36-32,3,2.0,Dickey,Colon,,2:34,N,27588,1.25,2,,2015
69,"Friday, Jun 19",TOR,H,BAL,W,5,4,,37-32,3,2.0,Estrada,Wright,Cecil,3:07,N,32322,1.43,3,,2015
70,"Saturday, Jun 20",TOR,H,BAL,L,3,5,,37-33,3,3.0,O'Day,Loup,Britton,2:56,D,46018,1.42,-1,,2015
71,"Sunday, Jun 21",TOR,H,BAL,L,9,13,,37-34,3,3.0,O'Day,Cecil,,3:44,D,46092,1.29,-2,,2015
72,"Monday, Jun 22",TOR,A,TBR,W,8,5,,38-34,3,2.0,Hutchison,Andriese,Osuna,3:28,N,10324,1.4,1,,2015
73,"Tuesday, Jun 23",TOR,A,TBR,L,3,4,,38-35,4,3.0,Archer,Dickey,Boxberger,2:14,N,11474,1.54,-1,,2015
74,"Wednesday, Jun 24",TOR,A,TBR,W,1,0,12,39-35,3,2.0,Cecil,Gomes,Delabar,3:39,D,18469,1.39,1,,2015
75,"Friday, Jun 26",TOR,H,TEX,W,12,2,,40-35,3,1.0,Buehrle,Martinez,,2:26,N,25821,1.35,2,,2015
76,"Saturday, Jun 27",TOR,H,TEX,L,0,4,,40-36,4,2.0,Gallardo,Boyd,,2:24,D,37167,1.41,-1,,2015
77,"Sunday, Jun 28",TOR,H,TEX,W,3,2,,41-36,4,1.0,Hutchison,Gonzalez,Osuna,2:40,D,42376,1.27,1,,2015
78,"Monday, Jun 29",TOR,H,BOS,L,1,3,,41-37,4,1.0,Buchholz,Dickey,Uehara,2:26,N,27107,1.35,-1,,2015
79,"Tuesday, Jun 30",TOR,H,BOS,L,3,4,,41-38,4,1.0,Rodriguez,Estrada,Uehara,3:04,N,28942,1.32,-2,,2015
80,"Wednesday, Jul 1",TOR,H,BOS,W,11,2,,42-38,3,1.0,Buehrle,Porcello,,2:19,D,45392,1.34,1,,2015
81,"Thursday, Jul 2",TOR,H,BOS,L,6,12,,42-39,3,1.0,Miley,Boyd,,3:34,N,29758,1.36,-1,,2015
82,"Friday, Jul 3",TOR,A,DET,L,6,8,,42-40,3,2.0,Sanchez,Hutchison,Soria,3:01,N,39367,1.32,-2,,2015
83,"Saturday, Jul 4",TOR,A,DET,L,3,8,,42-41,3,3.0,Price,Dickey,,3:10,D,37214,1.26,-3,,2015
84,"Sunday, Jul 5",TOR,A,DET,W,10,5,,43-41,3,2.0,Estrada,Verlander,Osuna,3:17,D,35102,1.2,1,,2015
85,"Monday, Jul 6",TOR,A,CHW,L,2,4,,43-42,4,2.5,Sale,Buehrle,,1:54,N,24593,1.26,-1,,2015
86,"Tuesday, Jul 7",TOR,A,CHW,W,2,1,,44-42,2,1.5,Doubront,Quintana,Osuna,2:33,N,17028,1.2,1,,2015
87,"Wednesday, Jul 8",TOR,A,CHW,L-wo,6,7,11,44-43,2,2.5,Putnam,Osuna,,3:51,N,17032,1.31,-1,,2015
88,"Thursday, Jul 9",TOR,A,CHW,L,0,2,,44-44,3,3.5,Samardzija,Dickey,,2:15,D,23298,1.29,-2,,2015
89,"Friday, Jul 10",TOR,A,KCR,L,0,3,,44-45,3,4.5,Duffy,Estrada,Holland,2:55,N,31558,1.18,-3,,2015
90,"Saturday, Jul 11",TOR,A,KCR,W,6,2,,45-45,3,3.5,Buehrle,Young,,2:42,D,30790,1.07,1,,2015
91,"Sunday, Jul 12",TOR,A,KCR,L,10,11,,45-46,4,4.5,Davis,Schultz,Holland,3:23,D,31962,1.24,-1,,2015
92,"Friday, Jul 17",TOR,H,TBR,W,6,2,,46-46,2,4.5,Hutchison,Odorizzi,,2:35,N,32908,1.22,1,,2015
93,"Saturday, Jul 18",TOR,H,TBR,L,2,3,,46-47,4,4.5,Jepsen,Tepera,McGee,2:38,D,41583,1.32,-1,,2015
94,"Sunday, Jul 19",TOR,H,TBR,W,4,0,,47-47,3,4.5,Estrada,Archer,,2:30,D,41683,1.22,1,,2015
95,"Tuesday, Jul 21",TOR,A,OAK,W,7,1,,48-47,2,4.5,Buehrle,Graveman,,2:38,N,19364,1.11,2,,2015
96,"Wednesday, Jul 22",TOR,A,OAK,L-wo,3,4,10,48-48,2,5.5,Rodriguez,Osuna,,3:49,N,18827,1.26,-1,,2015
97,"Thursday, Jul 23",TOR,A,OAK,W,5,2,,49-48,2,5.5,Dickey,Otero,Schultz,2:34,D,19045,1.17,1,,2015
98,"Friday, Jul 24",TOR,A,SEA,L,2,5,,49-49,2,5.5,Hernandez,Estrada,Smith,2:49,N,43328,1.24,-1,,2015
99,"Saturday, Jul 25",TOR,A,SEA,W,8,6,,50-49,2,5.5,Sanchez,Smith,Osuna,3:29,D,45027,1.22,1,,2015
100,"Sunday, Jul 26",TOR,A,SEA,L-wo,5,6,10,50-50,2,6.5,Beimel,Loup,,3:05,D,35159,1.28,-1,,2015
101,"Tuesday, Jul 28",TOR,H,PHI,L,2,3,,50-51,4,8.0,Morgan,Doubront,Giles,2:29,N,30516,1.03,-2,,2015
102,"Wednesday, Jul 29",TOR,H,PHI,W,8,2,,51-51,3,7.0,Dickey,Williams,,2:37,N,27060,0.91,1,,2015
